,year,week_number,content,relative_yearly,relative_period
620,2021,46,4,33.33333333333333,33.33333333333333
621,2021,47,2,16.666666666666664,16.666666666666664
622,2021,48,3,25.0,25.0
623,2021,49,4,33.33333333333333,33.33333333333333
624,2021,50,1,8.333333333333332,8.333333333333332
625,2021,51,0,0.0,0.0
626,2021,52,3,25.0,25.0
627,2022,1,1,16.666666666666664,8.333333333333332
628,2022,2,1,16.666666666666664,8.333333333333332
629,2022,3,0,0.0,0.0
630,2022,4,0,0.0,0.0
631,2022,5,3,50.0,25.0
632,2022,6,6,100.0,50.0
633,2022,7,5,83.33333333333333,41.666666666666664
634,2022,8,4,66.66666666666666,33.33333333333333
635,2022,9,4,66.66666666666666,33.33333333333333
636,2022,10,1,16.666666666666664,8.333333333333332
637,2022,11,1,16.666666666666664,8.333333333333332
638,2022,12,0,0.0,0.0
639,2022,13,5,83.33333333333333,41.666666666666664
640,2022,14,4,66.66666666666666,33.33333333333333
641,2022,15,4,66.66666666666666,33.33333333333333
642,2022,16,2,33.33333333333333,16.666666666666664
643,2022,17,3,50.0,25.0
644,2022,18,3,50.0,25.0
645,2022,19,5,83.33333333333333,41.666666666666664
646,2022,20,2,33.33333333333333,16.666666666666664
647,2022,21,0,0.0,0.0
648,2022,22,0,0.0,0.0
649,2022,23,3,50.0,25.0
650,2022,24,1,16.666666666666664,8.333333333333332
651,2022,25,4,66.66666666666666,33.33333333333333
652,2022,26,2,33.33333333333333,16.666666666666664
653,2022,27,0,0.0,0.0
654,2022,28,2,33.33333333333333,16.666666666666664
655,2022,29,4,66.66666666666666,33.33333333333333
656,2022,30,1,16.666666666666664,8.333333333333332
657,2022,31,0,0.0,0.0
658,2022,32,3,50.0,25.0
659,2022,33,0,0.0,0.0
660,2022,34,2,33.33333333333333,16.666666666666664
661,2022,35,1,16.666666666666664,8.333333333333332
662,2022,36,2,33.33333333333333,16.666666666666664
663,2022,37,0,0.0,0.0
664,2022,38,1,16.666666666666664,8.333333333333332
665,2022,39,0,0.0,0.0
666,2022,40,0,0.0,0.0
667,2022,41,3,50.0,25.0
668,2022,42,2,33.33333333333333,16.666666666666664
669,2022,43,0,0.0,0.0
670,2022,44,4,66.66666666666666,33.33333333333333
671,2022,45,1,16.666666666666664,8.333333333333332
672,2022,46,2,33.33333333333333,16.666666666666664
673,2022,47,0,0.0,0.0
674,2022,48,1,16.666666666666664,8.333333333333332
675,2022,49,0,0.0,0.0
676,2022,50,0,0.0,0.0
677,2022,51,0,0.0,0.0
678,2022,52,0,0.0,0.0
